sample_index;forward_barcode;reverse_barcode;count
i3001;FB202562;RB202562;383
i3001;FB201235;RB201235;3782
i3001;FB203870;RB203870;826
i3001;FB202790;RB202790;2226
i3001;FB201582;RB201582;7638
i3001;FB202573;RB202573;36
i3001;FB202587;RB202587;133
i3001;FB201217;RB201217;5022
i3001;FB201532;RB201532;949
i3001;FB201311;RB201311;1178
i3001;FB201665;RB201665;6982
i3001;FB200590;RB200590;25563
i3001;FB201845;RB201845;9202
i3001;FB200881;RB200881;4406
i3001;FB200271;RB200271;15599
i3001;FB202485;RB202485;2393
i3001;FB201803;RB201803;1676
i3001;FB202406;RB202406;392
i3001;FB200418;RB200418;46317
i3001;FB201060;RB201060;23465
i3001;FB200123;RB200123;759
i3001;FB202595;RB202595;1988
i3001;FB201422;RB201422;41242
i3001;FB203221;RB203221;358308
i3001;FB200372;RB200372;33685
i3001;FB201825;RB201825;1796
i3001;FB200545;RB200545;590
i3001;FB200577;RB200577;858
i3001;FB200475;RB200475;113
i3001;FB200061;RB200061;144
i3001;FB200275;RB200275;2992
i3001;FB201078;RB201078;3082
i3001;FB200212;RB200212;8347
i3001;FB202841;RB202841;1303
i3001;FB200215;RB200215;555
i3001;FB200334;RB200334;118
i3001;FB200923;RB200923;118
i3001;FB201480;RB201480;541
i3001;FB201114;RB201114;296
i3001;FB202071;RB202071;1468
i3001;FB200147;RB200147;2470
i3001;FB201754;RB201754;341
i3001;FB200800;RB200800;5329
i3001;FB203196;RB203196;1749
i3001;FB200069;RB200069;299
i3001;FB200403;RB200403;114
i3001;FB200837;RB200837;91
i3001;FB200331;RB200331;1181
i3001;FB200389;RB200389;9408
i3001;FB201338;RB201338;22140
i3001;FB202680;RB202680;2755
i3001;FB201701;RB201701;3967
i3001;FB201937;RB201937;225
i3001;FB201695;RB201695;1066
i3001;FB201924;RB201924;25867
i3001;FB201851;RB201851;276
i3001;FB201917;RB201917;5608
i3001;FB204052;RB204052;573
i3001;FB201150;RB201150;2517
i3001;FB201146;RB201146;898
i3001;FB201600;RB201600;6492
i3001;FB202010;RB202010;1176
i3001;FB201412;RB201412;19842
i3001;FB200267;RB200267;1231
i3001;FB202273;RB202273;3331
i3001;FB202299;RB202299;592
i3001;FB202607;RB202607;6215
i3001;FB200091;RB200091;1027
i3001;FB202182;RB202182;137
i3001;FB203317;RB203317;589
i3001;FB200339;RB200339;14293
i3001;FB200360;RB200360;181
i3001;FB202752;RB202752;706
i3001;FB200734;RB200734;8730
i3001;FB202734;RB202734;40668
i3001;FB202058;RB202058;702
i3001;FB201102;RB201102;8238
i3001;FB200399;RB200399;3368
i3001;FB201237;RB201237;2256
i3001;FB201540;RB201540;4144
i3001;FB202340;RB202340;69951
i3001;FB200241;RB200241;230
i3001;FB201769;RB201769;247
i3001;FB200109;RB200109;193
i3001;FB201138;RB201138;227
i3001;FB201947;RB201947;38191
i3001;FB200497;RB200497;925
i3001;FB203202;RB203202;2124
i3001;FB200875;RB200875;14759
i3001;FB201210;RB201210;2924
i3001;FB202144;RB202144;1541
i3001;FB201870;RB201870;2360
i3001;FB202995;RB202995;5585
i3001;FB201970;RB201970;1807
i3001;FB200064;RB200064;10308
i3001;FB202066;RB202066;2976
i3001;FB200256;RB200256;4108
i3001;FB202198;RB202198;68771
i3001;FB203050;RB203050;2057
i3001;FB201082;RB201082;96
i3001;FB201420;RB201420;862
i3001;FB201526;RB201526;1542
i3001;FB201463;RB201463;179
i3001;FB201527;RB201527;7539
i3001;FB203324;RB203324;2472
i3001;FB202736;RB202736;838
i3001;FB200090;RB200090;93
i3001;FB200468;RB200468;923
i3001;FB2IC045;RB2IC045;4243
i3001;FB201747;RB201747;1037
i3001;FB200244;RB200244;7220
i3001;FB201572;RB201572;9074
i3001;FB201787;RB201787;2531
i3001;FB200199;RB200199;25820
i3001;FB202691;RB202691;180
i3001;FB200715;RB200715;1432
i3001;FB201124;RB201124;5241
i3001;FB200415;RB200415;789
i3001;FB202138;RB202138;6806
i3001;FB200998;RB200998;166
i3001;FB202171;RB202171;3126
i3001;FB200682;RB200682;14274
i3001;FB201479;RB201479;383
i3001;FB202134;RB202134;4882
i3001;FB202025;RB202025;591
i3001;FB203289;RB203289;479
i3001;FB201377;RB201377;266
i3001;FB200300;RB200300;281
i3001;FB200915;RB200915;2283
i3001;FB202787;RB202787;3907
i3001;FB203345;RB203345;4811
i3001;FB201269;RB201269;424
i3001;FB202200;RB202200;1388
i3001;FB201255;RB201255;2258
i3001;FB202201;RB202201;1128
i3001;FB202583;RB202583;2091
i3001;FB201432;RB201432;12290
i3001;FB201156;RB201156;1338
i3001;FB201334;RB201334;1036
i3001;FB203277;RB203277;375
i3001;FB200878;RB200878;802
i3001;FB200408;RB200408;570
i3001;FB200309;RB200309;466
i3001;FB202258;RB202258;115
i3001;FB200030;RB200030;734
i3001;FB202725;RB202725;3155
i3001;FB200548;RB200548;38366
i3001;FB200242;RB200242;991
i3001;FB200411;RB200411;74256
i3001;FB200270;RB200270;434
i3001;FB202629;RB202629;10279
i3001;FB201410;RB201410;5129
i3001;FB201544;RB201544;3200
i3001;FB202476;RB202476;871
i3001;FB200884;RB200884;152
i3001;FB200571;RB200571;152
i3001;FB200188;RB200188;428
i3001;FB200980;RB200980;114
i3001;FB202497;RB202497;45
i3001;FB200263;RB200263;156
i3001;FB202188;RB202188;241
i3001;FB201243;RB201243;6200
i3001;FB201798;RB201798;220
i3001;FB202817;RB202817;2696
i3001;FB202794;RB202794;1233
i3001;FB201398;RB201398;7647
i3001;FB201399;RB201399;393
i3001;FB201666;RB201666;7381
i3001;FB201343;RB201343;769
i3001;FB201147;RB201147;1
i3001;FB202555;RB202555;1558
i3001;FB201266;RB201266;3159
i3001;FB201987;RB201987;919
i3001;FB202100;RB202100;2036
i3001;FB202845;RB202845;238
i3001;FB201830;RB201830;13382
i3001;FB200247;RB200247;60284
i3001;FB201925;RB201925;3328
i3001;FB202928;RB202928;26581
i3001;FB202120;RB202120;792
i3001;FB201774;RB201774;3047
i3001;FB202116;RB202116;1210
i3001;FB202106;RB202106;914
i3001;FB201148;RB201148;1234
i3001;FB201960;RB201960;11531
i3001;FB200673;RB200673;120
i3001;FB200317;RB200317;2580
i3001;FB202128;RB202128;12947
i3001;FB202147;RB202147;10302
i3001;FB201990;RB201990;6430
i3001;FB200427;RB200427;12908
i3001;FB201927;RB201927;5756
i3001;FB202850;RB202850;15168
i3001;FB201704;RB201704;144
i3001;FB202172;RB202172;416
i3001;FB200203;RB200203;372
i3001;FB200033;RB200033;8805
i3001;FB200151;RB200151;40960
i3001;FB202180;RB202180;1678
i3001;FB203352;RB203352;324
i3001;FB202430;RB202430;404
i3001;FB203309;RB203309;499
i3001;FB202083;RB202083;2999
i3001;FB202133;RB202133;3910
i3001;FB201134;RB201134;7065
i3001;FB200014;RB200014;182
i3001;FB201614;RB201614;5210
i3001;FB200050;RB200050;4421
i3001;FB200196;RB200196;272
i3001;FB202432;RB202432;292
i3001;FB201638;RB201638;386
i3001;FB201991;RB201991;64
i3001;FB200653;RB200653;193
i3001;FB200732;RB200732;1884
i3001;FB200982;RB200982;50
i3001;FB200792;RB200792;1249
i3001;FB200127;RB200127;111
i3001;FB201506;RB201506;24766
i3001;FB201043;RB201043;1778
i3001;FB200291;RB200291;1479
i3001;FB201556;RB201556;5544
i3001;FB202108;RB202108;10727
i3001;FB202343;RB202343;5656
i3001;FB200234;RB200234;37841
i3001;FB201868;RB201868;3464
i3001;FB202514;RB202514;189
i3001;FB201450;RB201450;584
i3001;FB202203;RB202203;19220
i3001;FB200153;RB200153;304
i3001;FB200204;RB200204;8119
i3001;FB200659;RB200659;18457
i3001;FB201194;RB201194;4809
i3001;FB200752;RB200752;97
i3001;FB201797;RB201797;1054
i3001;FB200288;RB200288;1184
i3001;FB201954;RB201954;2361
i3001;FB200971;RB200971;359
i3001;FB200547;RB200547;1320
i3001;FB201177;RB201177;3650
i3001;FB202373;RB202373;1986
i3001;FB200417;RB200417;216
i3001;FB200978;RB200978;246
i3001;FB200290;RB200290;73
i3001;FB203403;RB203403;13674
i3001;FB201500;RB201500;9338
i3001;FB202137;RB202137;1450
i3001;FB200229;RB200229;87
i3001;FB202193;RB202193;2838
i3001;FB201173;RB201173;473
i3001;FB201636;RB201636;1119
i3001;FB200185;RB200185;2964
i3001;FB202612;RB202612;1747
i3001;FB202271;RB202271;426
i3001;FB202085;RB202085;116
i3001;FB201265;RB201265;4333
i3001;FB201263;RB201263;35584
i3001;FB201219;RB201219;207
i3001;FB202662;RB202662;1093
i3001;FB200698;RB200698;4186
i3001;FB203285;RB203285;2212
i3001;FB200172;RB200172;179
i3001;FB201873;RB201873;85
i3001;FB200809;RB200809;96
i3001;FB201370;RB201370;476
i3001;FB202849;RB202849;85
i3001;FB202142;RB202142;406
i3001;FB201696;RB201696;8812
i3001;FB200621;RB200621;41
i3001;FB200009;RB200009;1391
i3001;FB202146;RB202146;818
i3001;FB202596;RB202596;56
i3001;FB203194;RB203194;2394
i3001;FB200176;RB200176;757
i3001;FB202148;RB202148;1884
i3001;FB200070;RB200070;271
i3001;FB200223;RB200223;1412
i3001;FB202908;RB202908;8341
i3001;FB201751;RB201751;14094
i3001;FB203037;RB203037;239
i3001;FB201359;RB201359;214
i3001;FB201757;RB201757;2029
i3001;FB203102;RB203102;143
i3001;FB200337;RB200337;16078
i3001;FB200886;RB200886;1412
i3001;FB200255;RB200255;196
i3001;FB201197;RB201197;3997
i3001;FB200770;RB200770;2880
i3001;FB201816;RB201816;4474
i3001;FB202450;RB202450;895
i3001;FB202157;RB202157;135
i3001;FB201869;RB201869;637
i3001;FB201984;RB201984;2881
i3001;FB200175;RB200175;11511
i3001;FB202098;RB202098;2179
i3001;FB202185;RB202185;188
i3001;FB201381;RB201381;2224
i3001;FB200237;RB200237;4650
i3001;FB203415;RB203415;347
i3001;FB201274;RB201274;1926
i3001;FB202358;RB202358;405
i3001;FB200430;RB200430;135
i3001;FB2IC010;RB2IC010;11050
i3001;FB200216;RB200216;6332
i3001;FB203278;RB203278;112
i3001;FB203205;RB203205;7642
i3001;FB200410;RB200410;3854
i3001;FB200343;RB200343;4282
i3001;FB200055;RB200055;406
i3001;FB201715;RB201715;973
i3001;FB201122;RB201122;1316
i3001;FB200132;RB200132;226
i3001;FB202055;RB202055;1812
i3001;FB202584;RB202584;756
i3001;FB201017;RB201017;25239
i3001;FB201591;RB201591;939
i3001;FB200158;RB200158;428
i3001;FB201894;RB201894;6690
i3001;FB202387;RB202387;642
i3001;FB201549;RB201549;47578
i3001;FB201677;RB201677;6099
i3001;FB200419;RB200419;1674
i3001;FB201593;RB201593;2762
i3001;FB201985;RB201985;1097
i3001;FB201523;RB201523;1411
i3001;FB201008;RB201008;20570
i3001;FB201961;RB201961;3548
i3001;FB200797;RB200797;34930
i3001;FB201690;RB201690;2183
i3001;FB200753;RB200753;7306
i3001;FB203425;RB203425;18977
i3001;FB202046;RB202046;5576
i3001;FB201560;RB201560;1408
i3001;FB203286;RB203286;6472
i3001;FB203421;RB203421;38
i3001;FB201721;RB201721;1015
i3001;FB200261;RB200261;245
i3001;FB200432;RB200432;642
i3001;FB201763;RB201763;14753
i3001;FB201607;RB201607;6059
i3001;FB202571;RB202571;37
i3001;FB202043;RB202043;1946
i3001;FB202265;RB202265;464
i3001;FB201953;RB201953;4648
i3001;FB200448;RB200448;13227
i3001;FB201444;RB201444;922
i3001;FB201031;RB201031;1439
i3001;FB201671;RB201671;4690
i3001;FB201386;RB201386;18371
i3001;FB202495;RB202495;22778
i3001;FB201139;RB201139;4989
i3001;FB201346;RB201346;2681
i3001;FB200003;RB200003;5924
i3001;FB202220;RB202220;1728
i3001;FB201764;RB201764;494
i3001;FB202423;RB202423;159
i3001;FB200855;RB200855;1592
i3001;FB201692;RB201692;1336
i3001;FB201277;RB201277;239
i3001;FB201169;RB201169;1427
i3001;FB201575;RB201575;18022
i3001;FB201647;RB201647;780
i3001;FB201520;RB201520;13356
i3001;FB200401;RB200401;195
i3001;FB200258;RB200258;319
i3001;FB201294;RB201294;754
i3001;FB200863;RB200863;29899
i3001;FB201510;RB201510;2481
i3001;FB200129;RB200129;11114
i3001;FB202351;RB202351;312
i3001;FB202183;RB202183;1533
i3001;FB200114;RB200114;187
i3001;FB202435;RB202435;7059
i3001;FB200096;RB200096;35
i3001;FB201033;RB201033;18219
i3001;FB201376;RB201376;1314
i3001;FB201570;RB201570;13904
i3001;FB203431;RB203431;20561
i3001;FB202096;RB202096;33732
i3001;FB201697;RB201697;1585
i3001;FB201280;RB201280;731
i3001;FB202003;RB202003;59
i3001;FB200534;RB200534;30369
i3001;FB200240;RB200240;425
i3001;FB200477;RB200477;234
i3001;FB202371;RB202371;7611
i3001;FB201942;RB201942;5633
i3001;FB202216;RB202216;206
i3001;FB202440;RB202440;16401
i3001;FB202526;RB202526;122
i3001;FB201325;RB201325;3756
i3001;FB201822;RB201822;72898
i3001;FB201092;RB201092;5309
i3001;FB200872;RB200872;86486
i3001;FB201279;RB201279;44912
i3001;FB200338;RB200338;83
i3001;FB201009;RB201009;1150
i3001;FB202826;RB202826;1711
i3001;FB202214;RB202214;3051
i3001;FB202615;RB202615;28726
i3001;FB201829;RB201829;3137
i3001;FB201912;RB201912;6835
i3001;FB201379;RB201379;2278
i3001;FB200603;RB200603;182
i3001;FB200811;RB200811;679
i3001;FB200688;RB200688;519
i3001;FB201341;RB201341;2640
i3001;FB201820;RB201820;9250
i3001;FB200180;RB200180;921
i3001;FB200171;RB200171;123
i3001;FB202547;RB202547;740
i3001;FB200394;RB200394;103
i3001;FB201849;RB201849;3806
i3001;FB201428;RB201428;2885
i3001;FB200803;RB200803;3574
i3001;FB203227;RB203227;715
i3001;FB201809;RB201809;4388
i3001;FB201839;RB201839;905
i3001;FB200614;RB200614;1172
i3001;FB202282;RB202282;1154
i3001;FB200663;RB200663;66292
i3001;FB204469;RB204469;18568
i3001;FB200420;RB200420;158343
i3001;FB200347;RB200347;103
i3001;FB201883;RB201883;2990
i3001;FB200794;RB200794;543
i3001;FB203394;RB203394;2099
i3001;FB201640;RB201640;39064
i3001;FB202230;RB202230;153
i3001;FB202661;RB202661;120
i3001;FB200211;RB200211;331
i3001;FB202955;RB202955;693
i3001;FB201678;RB201678;701
i3001;FB202293;RB202293;608
i3001;FB200661;RB200661;1042
i3001;FB201142;RB201142;1387
i3001;FB201186;RB201186;1137
i3001;FB202635;RB202635;19991
i3001;FB201348;RB201348;308
i3001;FB200167;RB200167;1498
i3001;FB201545;RB201545;1331
i3001;FB202447;RB202447;123
i3001;FB201416;RB201416;3634
i3001;FB200160;RB200160;731
i3001;FB200882;RB200882;1131
i3001;FB200539;RB200539;1196
i3001;FB200115;RB200115;1275
i3001;FB202768;RB202768;1246
i3001;FB201283;RB201283;7708
i3001;FB202488;RB202488;207
i3001;FB201384;RB201384;1102
i3001;FB202515;RB202515;310
i3001;FB201703;RB201703;136
i3001;FB202528;RB202528;321
i3001;FB201801;RB201801;1690
i3001;FB201733;RB201733;21440
i3001;FB202242;RB202242;1
i3001;FB200599;RB200599;4229
i3001;FB200930;RB200930;55352
i3001;FB202088;RB202088;243
i3001;FB200787;RB200787;482
i3001;FB201347;RB201347;65
i3001;FB202963;RB202963;2074
i3001;FB200029;RB200029;847
i3001;FB201273;RB201273;587
i3001;FB203168;RB203168;97
i3001;FB201475;RB201475;2942
i3001;FB201943;RB201943;1594
i3001;FB201708;RB201708;24909
i3001;FB201863;RB201863;2315
i3001;FB200235;RB200235;19
i3001;FB201340;RB201340;2505
i3001;FB201459;RB201459;1109
i3001;FB201635;RB201635;1407
i3001;FB201453;RB201453;4546
i3001;FB200699;RB200699;92
i3001;FB201287;RB201287;4019
i3001;FB201233;RB201233;2691
i3001;FB201789;RB201789;28833
i3001;FB200273;RB200273;313
i3001;FB200209;RB200209;236
i3001;FB200135;RB200135;2874
i3001;FB200947;RB200947;110
i3001;FB201867;RB201867;2782
i3001;FB201612;RB201612;1679
i3001;FB201433;RB201433;5080
i3001;FB201136;RB201136;621
i3001;FB202375;RB202375;639
i3001;FB201633;RB201633;468
i3001;FB200089;RB200089;277
i3001;FB201409;RB201409;1734
i3001;FB200687;RB200687;472
i3001;FB200483;RB200483;1418
i3001;FB200034;RB200034;255
i3001;FB200002;RB200002;126
i3001;FB200280;RB200280;918
i3001;FB201203;RB201203;630
i3001;FB201172;RB201172;7831
i3001;FB201103;RB201103;822
i3001;FB202694;RB202694;14
i3001;FB201064;RB201064;159
i3001;FB200833;RB200833;157
i3001;FB201793;RB201793;278
i3001;FB200640;RB200640;24641
i3001;FB202192;RB202192;3061
i3001;FB201705;RB201705;1514
i3001;FB201345;RB201345;193
i3001;FB202620;RB202620;218
i3001;FB200168;RB200168;112
i3001;FB200445;RB200445;1347
i3001;FB201372;RB201372;8089
i3001;FB200306;RB200306;560
i3001;FB203341;RB203341;74
i3001;FB201730;RB201730;22459
i3001;FB201196;RB201196;1446
i3001;FB201539;RB201539;233
i3001;FB202722;RB202722;1084
i3001;FB201517;RB201517;10282
i3001;FB201067;RB201067;28111
i3001;FB200080;RB200080;653
i3001;FB200161;RB200161;111
i3001;FB203340;RB203340;701
i3001;FB202475;RB202475;1952
i3001;FB201727;RB201727;624
i3001;FB201238;RB201238;403
i3001;FB201244;RB201244;4749
i3001;FB200174;RB200174;1203
i3001;FB200107;RB200107;2143
i3001;FB200681;RB200681;523
i3001;FB200182;RB200182;1004
i3001;FB203218;RB203218;3450
i3001;FB200366;RB200366;1533
i3001;FB201896;RB201896;408
i3001;FB201004;RB201004;34737
i3001;FB200276;RB200276;287
i3001;FB202586;RB202586;1055
i3001;FB201211;RB201211;4165
i3001;FB202574;RB202574;49
i3001;FB201814;RB201814;1283
i3001;FB201893;RB201893;482
i3001;FB202613;RB202613;508
i3001;FB201567;RB201567;5621
i3001;FB201236;RB201236;5688
i3001;FB201516;RB201516;3712
i3001;FB203250;RB203250;282
i3001;FB202603;RB202603;38
i3001;FB202112;RB202112;322
i3001;FB200110;RB200110;442
i3001;FB203275;RB203275;1364
i3001;FB201716;RB201716;3103
i3001;FB201723;RB201723;2530
i3001;FB201741;RB201741;10274
i3001;FB202797;RB202797;245
i3001;FB200126;RB200126;10
i3001;FB201957;RB201957;26364
i3001;FB202393;RB202393;99
i3001;FB200370;RB200370;154
i3001;FB201383;RB201383;947
i3001;FB200994;RB200994;580
i3001;FB201434;RB201434;801
i3001;FB203377;RB203377;43
i3001;FB201768;RB201768;20813
i3001;FB203226;RB203226;714
i3001;FB202754;RB202754;2184
i3001;FB201068;RB201068;13716
i3001;FB200206;RB200206;954
i3001;FB202015;RB202015;4067
i3001;FB202027;RB202027;5221
i3001;FB202314;RB202314;20874
i3001;FB202941;RB202941;3029
i3001;FB202701;RB202701;263
i3001;FB201524;RB201524;11693
i3001;FB202542;RB202542;624
i3001;FB202674;RB202674;30376
i3001;FB200391;RB200391;911
i3001;FB200931;RB200931;1614
i3001;FB200465;RB200465;573
i3001;FB201988;RB201988;2595
i3001;FB200006;RB200006;562
i3001;FB202262;RB202262;2659
i3001;FB200670;RB200670;309
i3001;FB201675;RB201675;456
i3001;FB202094;RB202094;5128
i3001;FB202104;RB202104;327
i3001;FB201247;RB201247;10029
i3001;FB202472;RB202472;198
i3001;FB203233;RB203233;1957
i3001;FB201599;RB201599;1315
i3001;FB202565;RB202565;60
i3001;FB201472;RB201472;21690
i3001;FB202196;RB202196;2289
i3001;FB200314;RB200314;453
i3001;FB202269;RB202269;104
i3001;FB200517;RB200517;1292
i3001;FB201487;RB201487;2478
